DATA INICIAL,DATA FINAL,ESTADO,CIDADE,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,COEF DE VARIACAO REVENDA
8/4/2024,8/10/2024,GOIAS,GOIANIA,GASOLINA ADITIVADA,28,R$/l,"6,11","0,298","5,69","6,87","0,049"
8/4/2024,8/10/2024,GOIAS,GOIATUBA,GASOLINA ADITIVADA,2,R$/l,"6,34","0,071","6,29","6,39","0,011"
8/4/2024,8/10/2024,MINAS GERAIS,GOVERNADOR VALADARES,GASOLINA ADITIVADA,8,R$/l,"6,62","0,040","6,54","6,66","0,006"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,GRAVATAI,GASOLINA ADITIVADA,11,R$/l,"6,17","0,116","5,96","6,29","0,019"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,GUAIBA,GASOLINA ADITIVADA,8,R$/l,"6,31","0,081","6,15","6,39","0,013"
8/4/2024,8/10/2024,BAHIA,GUANAMBI,GASOLINA ADITIVADA,3,R$/l,"6,48","0,095","6,38","6,57","0,015"
8/4/2024,8/10/2024,PARANA,GUARAPUAVA,GASOLINA ADITIVADA,13,R$/l,"5,83","0,204","5,55","6,14","0,035"
8/4/2024,8/10/2024,SAO PAULO,GUARATINGUETA,GASOLINA ADITIVADA,6,R$/l,"6,05","0,250","5,64","6,31","0,041"
8/4/2024,8/10/2024,SAO PAULO,GUARUJA,GASOLINA ADITIVADA,7,R$/l,"6,51","0,685","5,99","7,99","0,105"
8/4/2024,8/10/2024,MINAS GERAIS,GUAXUPE,GASOLINA ADITIVADA,6,R$/l,"5,91","0,100","5,83","6,09","0,017"
8/4/2024,8/10/2024,TOCANTINS,GURUPI,GASOLINA ADITIVADA,2,R$/l,"6,79","0,000","6,79","6,79","0,000"
8/4/2024,8/10/2024,SAO PAULO,HORTOLANDIA,GASOLINA ADITIVADA,6,R$/l,"5,96","0,162","5,69","6,19","0,027"
8/4/2024,8/10/2024,CEARA,ICO,GASOLINA ADITIVADA,6,R$/l,"6,49","0,136","6,31","6,69","0,021"
8/4/2024,8/10/2024,PERNAMBUCO,IGARASSU,GASOLINA ADITIVADA,4,R$/l,"6,26","0,150","6,09","6,39","0,024"
8/4/2024,8/10/2024,CEARA,IGUATU,GASOLINA ADITIVADA,7,R$/l,"6,60","0,039","6,55","6,65","0,006"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,IJUI,GASOLINA ADITIVADA,8,R$/l,"6,09","0,155","5,89","6,36","0,025"
8/4/2024,8/10/2024,BAHIA,ILHEUS,GASOLINA ADITIVADA,9,R$/l,"6,49","0,139","6,35","6,79","0,021"
8/4/2024,8/10/2024,MARANHAO,IMPERATRIZ,GASOLINA ADITIVADA,7,R$/l,"6,71","0,138","6,45","6,79","0,021"
8/4/2024,8/10/2024,SAO PAULO,INDAIATUBA,GASOLINA ADITIVADA,13,R$/l,"5,99","0,216","5,69","6,19","0,036"
8/4/2024,8/10/2024,MINAS GERAIS,IPATINGA,GASOLINA ADITIVADA,6,R$/l,"6,54","0,079","6,40","6,59","0,012"
8/4/2024,8/10/2024,BAHIA,IPIRA,GASOLINA ADITIVADA,3,R$/l,"5,86","0,075","5,79","5,94","0,013"
8/4/2024,8/10/2024,BAHIA,IRECE,GASOLINA ADITIVADA,2,R$/l,"6,29","0,064","6,25","6,34","0,010"
8/4/2024,8/10/2024,SERGIPE,ITABAIANA,GASOLINA ADITIVADA,5,R$/l,"6,29","0,000","6,29","6,29","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,ITABORAI,GASOLINA ADITIVADA,9,R$/l,"5,97","0,302","5,49","6,59","0,050"
8/4/2024,8/10/2024,BAHIA,ITABUNA,GASOLINA ADITIVADA,8,R$/l,"6,47","0,066","6,43","6,59","0,010"
8/4/2024,8/10/2024,SANTA CATARINA,ITAJAI,GASOLINA ADITIVADA,12,R$/l,"6,32","0,148","6,09","6,49","0,023"
8/4/2024,8/10/2024,MINAS GERAIS,ITAJUBA,GASOLINA ADITIVADA,7,R$/l,"6,05","0,082","5,93","6,19","0,014"
8/4/2024,8/10/2024,BAHIA,ITAMARAJU,GASOLINA ADITIVADA,5,R$/l,"6,69","0,073","6,59","6,76","0,011"
8/4/2024,8/10/2024,SAO PAULO,ITANHAEM,GASOLINA ADITIVADA,7,R$/l,"6,16","0,176","5,95","6,52","0,028"
8/4/2024,8/10/2024,SAO PAULO,ITAPECERICA DA SERRA,GASOLINA ADITIVADA,7,R$/l,"5,91","0,122","5,79","6,14","0,021"
8/4/2024,8/10/2024,RIO DE JANEIRO,ITAPERUNA,GASOLINA ADITIVADA,8,R$/l,"6,53","0,100","6,35","6,65","0,015"
8/4/2024,8/10/2024,SAO PAULO,ITAPETININGA,GASOLINA ADITIVADA,8,R$/l,"6,38","0,249","5,78","6,49","0,039"
8/4/2024,8/10/2024,CEARA,ITAPIPOCA,GASOLINA ADITIVADA,9,R$/l,"6,76","0,129","6,43","6,88","0,019"
8/4/2024,8/10/2024,SAO PAULO,ITAPOLIS,GASOLINA ADITIVADA,2,R$/l,"5,79","0,283","5,59","5,99","0,049"
8/4/2024,8/10/2024,SAO PAULO,ITATIBA,GASOLINA ADITIVADA,7,R$/l,"6,19","0,224","5,89","6,59","0,036"
8/4/2024,8/10/2024,MINAS GERAIS,ITAUNA,GASOLINA ADITIVADA,5,R$/l,"6,32","0,055","6,27","6,38","0,009"
8/4/2024,8/10/2024,SAO PAULO,ITU,GASOLINA ADITIVADA,9,R$/l,"6,22","0,325","5,89","6,99","0,052"
8/4/2024,8/10/2024,MINAS GERAIS,ITUIUTABA,GASOLINA ADITIVADA,3,R$/l,"6,07","0,250","5,79","6,25","0,041"
8/4/2024,8/10/2024,GOIAS,ITUMBIARA,GASOLINA ADITIVADA,4,R$/l,"5,90","0,044","5,87","5,97","0,008"
8/4/2024,8/10/2024,PERNAMBUCO,JABOATAO DOS GUARARAPES,GASOLINA ADITIVADA,11,R$/l,"6,36","0,116","6,19","6,54","0,018"
8/4/2024,8/10/2024,SAO PAULO,JABOTICABAL,GASOLINA ADITIVADA,7,R$/l,"6,17","0,216","5,96","6,49","0,035"
8/4/2024,8/10/2024,SAO PAULO,JACAREI,GASOLINA ADITIVADA,13,R$/l,"5,87","0,152","5,64","6,19","0,026"
8/4/2024,8/10/2024,BAHIA,JACOBINA,GASOLINA ADITIVADA,6,R$/l,"6,42","0,082","6,39","6,59","0,013"
8/4/2024,8/10/2024,SAO PAULO,JALES,GASOLINA ADITIVADA,4,R$/l,"6,36","0,158","6,17","6,49","0,025"
8/4/2024,8/10/2024,MINAS GERAIS,JANAUBA,GASOLINA ADITIVADA,4,R$/l,"6,56","0,297","6,30","6,99","0,045"
8/4/2024,8/10/2024,MINAS GERAIS,JANUARIA,GASOLINA ADITIVADA,3,R$/l,"6,25","0,058","6,19","6,29","0,009"
8/4/2024,8/10/2024,SAO PAULO,JAU,GASOLINA ADITIVADA,5,R$/l,"6,21","0,179","5,89","6,29","0,029"
8/4/2024,8/10/2024,BAHIA,JEQUIE,GASOLINA ADITIVADA,6,R$/l,"6,31","0,122","6,23","6,53","0,019"
8/4/2024,8/10/2024,RONDONIA,JI-PARANA,GASOLINA ADITIVADA,3,R$/l,"6,83","0,122","6,70","6,94","0,018"
8/4/2024,8/10/2024,MINAS GERAIS,JOAO MONLEVADE,GASOLINA ADITIVADA,6,R$/l,"6,58","0,172","6,38","6,76","0,026"
8/4/2024,8/10/2024,PARAIBA,JOAO PESSOA,GASOLINA ADITIVADA,14,R$/l,"6,28","0,079","6,15","6,44","0,013"
8/4/2024,8/10/2024,MINAS GERAIS,JOAO PINHEIRO,GASOLINA ADITIVADA,4,R$/l,"6,26","0,133","6,15","6,42","0,021"
8/4/2024,8/10/2024,SANTA CATARINA,JOINVILLE,GASOLINA ADITIVADA,18,R$/l,"6,39","0,129","6,05","6,59","0,020"
8/4/2024,8/10/2024,SAO PAULO,JOSE BONIFACIO,GASOLINA ADITIVADA,3,R$/l,"6,42","0,029","6,39","6,44","0,004"
8/4/2024,8/10/2024,BAHIA,JUAZEIRO,GASOLINA ADITIVADA,11,R$/l,"6,72","0,129","6,49","6,89","0,019"
8/4/2024,8/10/2024,CEARA,JUAZEIRO DO NORTE,GASOLINA ADITIVADA,14,R$/l,"6,30","0,230","5,99","6,69","0,037"
8/4/2024,8/10/2024,MINAS GERAIS,JUIZ DE FORA,GASOLINA ADITIVADA,13,R$/l,"6,28","0,256","5,84","6,84","0,041"
8/4/2024,8/10/2024,SAO PAULO,JUNDIAI,GASOLINA ADITIVADA,13,R$/l,"6,17","0,307","5,59","6,59","0,050"
8/4/2024,8/10/2024,SERGIPE,LAGARTO,GASOLINA ADITIVADA,7,R$/l,"6,40","0,105","6,29","6,55","0,016"
8/4/2024,8/10/2024,SANTA CATARINA,LAGUNA,GASOLINA ADITIVADA,8,R$/l,"6,25","0,214","5,99","6,49","0,034"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,LAJEADO,GASOLINA ADITIVADA,3,R$/l,"6,18","0,095","6,09","6,28","0,015"
8/4/2024,8/10/2024,PERNAMBUCO,LAJEDO,GASOLINA ADITIVADA,4,R$/l,"6,00","0,107","5,84","6,07","0,018"
8/4/2024,8/10/2024,MINAS GERAIS,LAVRAS,GASOLINA ADITIVADA,8,R$/l,"6,11","0,321","5,44","6,54","0,053"
8/4/2024,8/10/2024,SAO PAULO,LIMEIRA,GASOLINA ADITIVADA,11,R$/l,"6,06","0,165","5,69","6,19","0,027"
8/4/2024,8/10/2024,CEARA,LIMOEIRO DO NORTE,GASOLINA ADITIVADA,10,R$/l,"6,44","0,083","6,39","6,59","0,013"
8/4/2024,8/10/2024,ESPIRITO SANTO,LINHARES,GASOLINA ADITIVADA,7,R$/l,"6,58","0,116","6,49","6,79","0,018"
8/4/2024,8/10/2024,SAO PAULO,LINS,GASOLINA ADITIVADA,2,R$/l,"6,04","0,071","5,99","6,09","0,012"
8/4/2024,8/10/2024,PARANA,LONDRINA,GASOLINA ADITIVADA,17,R$/l,"6,34","0,338","5,74","6,84","0,053"
8/4/2024,8/10/2024,SAO PAULO,LORENA,GASOLINA ADITIVADA,5,R$/l,"6,08","0,365","5,69","6,49","0,060"
8/4/2024,8/10/2024,GOIAS,LUZIANIA,GASOLINA ADITIVADA,6,R$/l,"6,09","0,074","6,03","6,19","0,012"
8/4/2024,8/10/2024,RIO DE JANEIRO,MACAE,GASOLINA ADITIVADA,9,R$/l,"6,53","0,190","6,29","6,89","0,029"
8/4/2024,8/10/2024,AMAPA,MACAPA,GASOLINA ADITIVADA,4,R$/l,"6,19","0,050","6,17","6,27","0,008"
8/4/2024,8/10/2024,ALAGOAS,MACEIO,GASOLINA ADITIVADA,16,R$/l,"6,52","0,137","6,38","6,79","0,021"
8/4/2024,8/10/2024,AMAZONAS,MANACAPURU,GASOLINA ADITIVADA,6,R$/l,"6,89","0,048","6,87","6,99","0,007"
8/4/2024,8/10/2024,AMAZONAS,MANAUS,GASOLINA ADITIVADA,30,R$/l,"6,90","0,040","6,89","7,04","0,006"
8/4/2024,8/10/2024,PARA,MARABA,GASOLINA ADITIVADA,8,R$/l,"6,46","0,095","6,29","6,59","0,015"
8/4/2024,8/10/2024,RIO DE JANEIRO,MARICA,GASOLINA ADITIVADA,5,R$/l,"6,03","0,258","5,69","6,29","0,043"
8/4/2024,8/10/2024,SAO PAULO,MARILIA,GASOLINA ADITIVADA,7,R$/l,"6,03","0,301","5,52","6,29","0,050"
8/4/2024,8/10/2024,PARANA,MARINGA,GASOLINA ADITIVADA,15,R$/l,"6,40","0,162","5,95","6,59","0,025"
8/4/2024,8/10/2024,SAO PAULO,MATAO,GASOLINA ADITIVADA,5,R$/l,"6,30","0,115","6,17","6,39","0,018"
8/4/2024,8/10/2024,SAO PAULO,MAUA,GASOLINA ADITIVADA,11,R$/l,"5,99","0,254","5,52","6,29","0,042"
8/4/2024,8/10/2024,SAO PAULO,MOCOCA,GASOLINA ADITIVADA,5,R$/l,"6,48","0,055","6,39","6,54","0,008"
8/4/2024,8/10/2024,SAO PAULO,MOGI DAS CRUZES,GASOLINA ADITIVADA,1,R$/l,"5,99","0,000","5,99","5,99","0,000"
8/4/2024,8/10/2024,SAO PAULO,MOGI GUACU,GASOLINA ADITIVADA,5,R$/l,"5,98","0,233","5,59","6,19","0,039"
8/4/2024,8/10/2024,SAO PAULO,MONTE ALTO,GASOLINA ADITIVADA,4,R$/l,"6,51","0,052","6,48","6,59","0,008"
8/4/2024,8/10/2024,MINAS GERAIS,MONTE CARMELO,GASOLINA ADITIVADA,5,R$/l,"6,01","0,148","5,79","6,19","0,025"
8/4/2024,8/10/2024,MINAS GERAIS,MONTES CLAROS,GASOLINA ADITIVADA,8,R$/l,"6,15","0,116","5,99","6,39","0,019"
8/4/2024,8/10/2024,GOIAS,MORRINHOS,GASOLINA ADITIVADA,1,R$/l,"6,02","0,000","6,02","6,02","0,000"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,MOSSORO,GASOLINA ADITIVADA,13,R$/l,"6,79","0,067","6,69","6,97","0,010"
8/4/2024,8/10/2024,MINAS GERAIS,MURIAE,GASOLINA ADITIVADA,8,R$/l,"6,54","0,131","6,42","6,84","0,020"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,NATAL,GASOLINA ADITIVADA,14,R$/l,"6,70","0,139","6,39","6,89","0,021"
8/4/2024,8/10/2024,RIO DE JANEIRO,NILOPOLIS,GASOLINA ADITIVADA,7,R$/l,"5,89","0,149","5,78","6,19","0,025"
8/4/2024,8/10/2024,RIO DE JANEIRO,NITEROI,GASOLINA ADITIVADA,13,R$/l,"6,02","0,299","5,69","6,59","0,050"
8/4/2024,8/10/2024,RIO DE JANEIRO,NOVA FRIBURGO,GASOLINA ADITIVADA,8,R$/l,"6,61","0,205","6,39","6,98","0,031"
8/4/2024,8/10/2024,RIO DE JANEIRO,NOVA IGUACU,GASOLINA ADITIVADA,13,R$/l,"5,94","0,208","5,59","6,35","0,035"
8/4/2024,8/10/2024,MINAS GERAIS,NOVA LIMA,GASOLINA ADITIVADA,6,R$/l,"6,79","0,210","6,49","6,99","0,031"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,NOVO HAMBURGO,GASOLINA ADITIVADA,12,R$/l,"6,26","0,145","6,15","6,49","0,023"
8/4/2024,8/10/2024,PERNAMBUCO,OLINDA,GASOLINA ADITIVADA,9,R$/l,"6,22","0,085","6,09","6,35","0,014"
8/4/2024,8/10/2024,SAO PAULO,OSASCO,GASOLINA ADITIVADA,17,R$/l,"6,23","0,394","5,69","7,49","0,063"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,OSORIO,GASOLINA ADITIVADA,9,R$/l,"6,20","0,191","5,95","6,49","0,031"
8/4/2024,8/10/2024,SAO PAULO,OURINHOS,GASOLINA ADITIVADA,1,R$/l,"6,49","0,000","6,49","6,49","0,000"
8/4/2024,8/10/2024,TOCANTINS,PALMAS,GASOLINA ADITIVADA,13,R$/l,"6,70","0,130","6,59","6,98","0,019"
8/4/2024,8/10/2024,MINAS GERAIS,PARA DE MINAS,GASOLINA ADITIVADA,4,R$/l,"6,38","0,005","6,38","6,39","0,001"
8/4/2024,8/10/2024,MINAS GERAIS,PARACATU,GASOLINA ADITIVADA,4,R$/l,"6,20","0,217","5,99","6,49","0,035"
8/4/2024,8/10/2024,SAO PAULO,PARAGUACU PAULISTA,GASOLINA ADITIVADA,3,R$/l,"5,81","0,390","5,50","6,25","0,067"
8/4/2024,8/10/2024,PARANA,PARANAGUA,GASOLINA ADITIVADA,9,R$/l,"6,48","0,258","6,15","6,91","0,040"
8/4/2024,8/10/2024,PARANA,PARANAVAI,GASOLINA ADITIVADA,5,R$/l,"5,94","0,339","5,64","6,49","0,057"
8/4/2024,8/10/2024,PARA,PARAUAPEBAS,GASOLINA ADITIVADA,11,R$/l,"6,79","0,215","6,40","7,07","0,032"
8/4/2024,8/10/2024,AMAZONAS,PARINTINS,GASOLINA ADITIVADA,5,R$/l,"7,72","0,055","7,68","7,78","0,007"
8/4/2024,8/10/2024,PIAUI,PARNAIBA,GASOLINA ADITIVADA,8,R$/l,"6,30","0,274","5,99","6,69","0,044"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,PARNAMIRIM,GASOLINA ADITIVADA,4,R$/l,"6,76","0,079","6,66","6,83","0,012"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PASSO FUNDO,GASOLINA ADITIVADA,12,R$/l,"6,30","0,134","6,06","6,49","0,021"
8/4/2024,8/10/2024,MINAS GERAIS,PASSOS,GASOLINA ADITIVADA,5,R$/l,"6,18","0,182","6,04","6,49","0,029"
8/4/2024,8/10/2024,PARAIBA,PATOS,GASOLINA ADITIVADA,3,R$/l,"6,20","0,029","6,19","6,24","0,005"
8/4/2024,8/10/2024,MINAS GERAIS,PATROCINIO,GASOLINA ADITIVADA,6,R$/l,"6,20","0,335","5,80","6,59","0,054"
8/4/2024,8/10/2024,SAO PAULO,PAULINIA,GASOLINA ADITIVADA,7,R$/l,"6,16","0,287","5,59","6,43","0,047"
8/4/2024,8/10/2024,PERNAMBUCO,PAULISTA,GASOLINA ADITIVADA,8,R$/l,"6,30","0,118","6,18","6,49","0,019"
8/4/2024,8/10/2024,BAHIA,PAULO AFONSO,GASOLINA ADITIVADA,7,R$/l,"6,57","0,056","6,52","6,67","0,009"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PELOTAS,GASOLINA ADITIVADA,17,R$/l,"6,39","0,177","5,99","6,69","0,028"
8/4/2024,8/10/2024,PERNAMBUCO,PETROLINA,GASOLINA ADITIVADA,16,R$/l,"6,81","0,059","6,76","6,99","0,009"
8/4/2024,8/10/2024,RIO DE JANEIRO,PETROPOLIS,GASOLINA ADITIVADA,14,R$/l,"6,62","0,149","6,49","6,79","0,022"
8/4/2024,8/10/2024,PIAUI,PICOS,GASOLINA ADITIVADA,7,R$/l,"6,21","0,125","6,00","6,35","0,020"
8/4/2024,8/10/2024,MARANHAO,PINHEIRO,GASOLINA ADITIVADA,7,R$/l,"6,30","0,057","6,25","6,39","0,009"
8/4/2024,8/10/2024,SAO PAULO,PIRACICABA,GASOLINA ADITIVADA,13,R$/l,"6,21","0,301","5,64","6,53","0,048"
8/4/2024,8/10/2024,PIAUI,PIRIPIRI,GASOLINA ADITIVADA,4,R$/l,"6,40","0,165","6,19","6,59","0,026"
8/4/2024,8/10/2024,SAO PAULO,POA,GASOLINA ADITIVADA,6,R$/l,"6,21","0,350","5,73","6,69","0,056"
8/4/2024,8/10/2024,BAHIA,POCOES,GASOLINA ADITIVADA,1,R$/l,"6,20","0,000","6,20","6,20","0,000"
8/4/2024,8/10/2024,MINAS GERAIS,POCOS DE CALDAS,GASOLINA ADITIVADA,4,R$/l,"5,93","0,136","5,79","6,09","0,023"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,PONTA PORA,GASOLINA ADITIVADA,8,R$/l,"6,32","0,217","6,14","6,66","0,034"
8/4/2024,8/10/2024,GOIAS,PORANGATU,GASOLINA ADITIVADA,2,R$/l,"6,20","0,021","6,19","6,22","0,003"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA ADITIVADA,35,R$/l,"6,31","0,233","5,94","6,79","0,037"
8/4/2024,8/10/2024,TOCANTINS,PORTO NACIONAL,GASOLINA ADITIVADA,7,R$/l,"6,54","0,212","6,29","6,89","0,032"
8/4/2024,8/10/2024,BAHIA,PORTO SEGURO,GASOLINA ADITIVADA,5,R$/l,"6,93","0,027","6,90","6,95","0,004"
8/4/2024,8/10/2024,RONDONIA,PORTO VELHO,GASOLINA ADITIVADA,8,R$/l,"6,99","0,158","6,87","7,29","0,023"
8/4/2024,8/10/2024,SAO PAULO,PRAIA GRANDE,GASOLINA ADITIVADA,10,R$/l,"6,23","0,405","5,74","6,59","0,065"
8/4/2024,8/10/2024,MARANHAO,PRESIDENTE DUTRA,GASOLINA ADITIVADA,9,R$/l,"6,26","0,078","6,09","6,34","0,012"
8/4/2024,8/10/2024,SAO PAULO,PRESIDENTE PRUDENTE,GASOLINA ADITIVADA,11,R$/l,"6,32","0,277","5,69","6,59","0,044"
8/4/2024,8/10/2024,CEARA,QUIXADA,GASOLINA ADITIVADA,5,R$/l,"6,28","0,036","6,24","6,34","0,006"
8/4/2024,8/10/2024,PERNAMBUCO,RECIFE,GASOLINA ADITIVADA,21,R$/l,"6,25","0,113","6,09","6,45","0,018"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PIRES,GASOLINA ADITIVADA,7,R$/l,"6,31","0,198","5,89","6,49","0,031"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PRETO,GASOLINA ADITIVADA,17,R$/l,"6,20","0,226","5,95","6,59","0,036"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO BONITO,GASOLINA ADITIVADA,7,R$/l,"6,01","0,267","5,69","6,39","0,044"
8/4/2024,8/10/2024,ACRE,RIO BRANCO,GASOLINA ADITIVADA,12,R$/l,"7,23","0,057","7,14","7,34","0,008"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA ADITIVADA,75,R$/l,"6,22","0,367","5,59","7,99","0,059"
8/4/2024,8/10/2024,ALAGOAS,RIO LARGO,GASOLINA ADITIVADA,6,R$/l,"6,38","0,016","6,35","6,39","0,003"
8/4/2024,8/10/2024,GOIAS,RIO VERDE,GASOLINA ADITIVADA,1,R$/l,"5,99","0,000","5,99","5,99","0,000"
8/4/2024,8/10/2024,MINAS GERAIS,SABARA,GASOLINA ADITIVADA,4,R$/l,"6,56","0,125","6,39","6,69","0,019"
8/4/2024,8/10/2024,SAO PAULO,SALTO,GASOLINA ADITIVADA,5,R$/l,"6,13","0,113","5,97","6,27","0,018"
8/4/2024,8/10/2024,BAHIA,SALVADOR,GASOLINA ADITIVADA,29,R$/l,"6,52","0,179","6,28","6,88","0,027"
8/4/2024,8/10/2024,PERNAMBUCO,SANTA CRUZ DO CAPIBARIBE,GASOLINA ADITIVADA,8,R$/l,"6,18","0,195","5,99","6,46","0,032"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,GASOLINA ADITIVADA,12,R$/l,"6,40","0,142","6,19","6,69","0,022"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA MARIA,GASOLINA ADITIVADA,12,R$/l,"6,37","0,211","6,09","6,89","0,033"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA ROSA,GASOLINA ADITIVADA,8,R$/l,"6,16","0,184","5,89","6,46","0,030"
8/4/2024,8/10/2024,AMAPA,SANTANA,GASOLINA ADITIVADA,2,R$/l,"6,21","0,064","6,17","6,26","0,010"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,GASOLINA ADITIVADA,9,R$/l,"6,71","0,141","6,37","6,86","0,021"
8/4/2024,8/10/2024,PARA,SANTAREM,GASOLINA ADITIVADA,15,R$/l,"6,37","0,225","5,99","6,69","0,035"
8/4/2024,8/10/2024,SAO PAULO,SANTO ANDRE,GASOLINA ADITIVADA,17,R$/l,"6,26","0,294","5,89","6,89","0,047"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTO ANGELO,GASOLINA ADITIVADA,8,R$/l,"6,41","0,129","6,19","6,64","0,020"
8/4/2024,8/10/2024,BAHIA,SANTO ANTONIO DE JESUS,GASOLINA ADITIVADA,6,R$/l,"6,58","0,066","6,54","6,69","0,010"
8/4/2024,8/10/2024,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,GASOLINA ADITIVADA,9,R$/l,"6,05","0,214","5,85","6,49","0,035"
8/4/2024,8/10/2024,SAO PAULO,SANTOS,GASOLINA ADITIVADA,11,R$/l,"6,16","0,293","5,59","6,49","0,048"
8/4/2024,8/10/2024,SAO PAULO,SAO BERNARDO DO CAMPO,GASOLINA ADITIVADA,18,R$/l,"6,37","0,408","5,59","6,87","0,064"
8/4/2024,8/10/2024,SAO PAULO,SAO CAETANO DO SUL,GASOLINA ADITIVADA,8,R$/l,"6,26","0,431","5,67","6,69","0,069"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO GABRIEL,GASOLINA ADITIVADA,8,R$/l,"6,40","0,107","6,29","6,54","0,017"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO GONCALO,GASOLINA ADITIVADA,9,R$/l,"6,09","0,260","5,79","6,49","0,043"
8/4/2024,8/10/2024,SAO PAULO,SAO JOAO DA BOA VISTA,GASOLINA ADITIVADA,7,R$/l,"5,74","0,405","5,09","6,29","0,070"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO JOAO DE MERITI,GASOLINA ADITIVADA,8,R$/l,"5,95","0,194","5,67","6,29","0,033"
8/4/2024,8/10/2024,MINAS GERAIS,SAO JOAO DEL REI,GASOLINA ADITIVADA,5,R$/l,"6,28","0,248","5,98","6,59","0,039"
8/4/2024,8/10/2024,SANTA CATARINA,SAO JOSE,GASOLINA ADITIVADA,14,R$/l,"5,99","0,142","5,86","6,27","0,024"
8/4/2024,8/10/2024,MARANHAO,SAO JOSE DE RIBAMAR,GASOLINA ADITIVADA,8,R$/l,"6,12","0,233","5,79","6,29","0,038"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DO RIO PRETO,GASOLINA ADITIVADA,12,R$/l,"6,31","0,150","6,09","6,59","0,024"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DOS CAMPOS,GASOLINA ADITIVADA,17,R$/l,"5,85","0,402","5,47","7,09","0,069"
8/4/2024,8/10/2024,PARANA,SAO JOSE DOS PINHAIS,GASOLINA ADITIVADA,10,R$/l,"6,46","0,193","6,12","6,69","0,030"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LEOPOLDO,GASOLINA ADITIVADA,9,R$/l,"6,42","0,109","6,16","6,49","0,017"
8/4/2024,8/10/2024,MARANHAO,SAO LUIS,GASOLINA ADITIVADA,16,R$/l,"6,02","0,218","5,78","6,29","0,036"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,GASOLINA ADITIVADA,8,R$/l,"6,21","0,054","6,18","6,34","0,009"
8/4/2024,8/10/2024,ESPIRITO SANTO,SAO MATEUS,GASOLINA ADITIVADA,5,R$/l,"6,71","0,084","6,59","6,79","0,012"
8/4/2024,8/10/2024,SAO PAULO,SAO PAULO,GASOLINA ADITIVADA,188,R$/l,"6,25","0,520","5,39","8,89","0,083"
8/4/2024,8/10/2024,SAO PAULO,SAO VICENTE,GASOLINA ADITIVADA,7,R$/l,"6,27","0,418","5,69","6,69","0,067"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAPUCAIA DO SUL,GASOLINA ADITIVADA,7,R$/l,"6,35","0,173","6,16","6,49","0,027"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAQUAREMA,GASOLINA ADITIVADA,6,R$/l,"6,14","0,207","5,89","6,39","0,034"
8/4/2024,8/10/2024,BAHIA,SENHOR DO BONFIM,GASOLINA ADITIVADA,7,R$/l,"6,53","0,164","6,28","6,79","0,025"
8/4/2024,8/10/2024,ESPIRITO SANTO,SERRA,GASOLINA ADITIVADA,13,R$/l,"6,31","0,093","6,19","6,45","0,015"
8/4/2024,8/10/2024,PERNAMBUCO,SERRA TALHADA,GASOLINA ADITIVADA,5,R$/l,"6,30","0,051","6,26","6,39","0,008"
8/4/2024,8/10/2024,BAHIA,SERRINHA,GASOLINA ADITIVADA,8,R$/l,"6,29","0,131","6,18","6,49","0,021"
