DATA INICIAL,DATA FINAL,ESTADO,CIDADE,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,COEF DE VARIACAO REVENDA
8/4/2024,8/10/2024,SAO PAULO,MONTE ALTO,OLEO DIESEL,5,R$/l,"5,90","0,202","5,69","6,09","0,034"
8/4/2024,8/10/2024,MINAS GERAIS,MONTE CARMELO,OLEO DIESEL,4,R$/l,"5,83","0,124","5,69","5,99","0,021"
8/4/2024,8/10/2024,MINAS GERAIS,MONTES CLAROS,OLEO DIESEL,9,R$/l,"5,85","0,153","5,69","6,15","0,026"
8/4/2024,8/10/2024,GOIAS,MORRINHOS,OLEO DIESEL,5,R$/l,"5,86","0,057","5,76","5,89","0,010"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,MOSSORO,OLEO DIESEL,12,R$/l,"6,20","0,078","5,99","6,29","0,012"
8/4/2024,8/10/2024,MINAS GERAIS,MURIAE,OLEO DIESEL,4,R$/l,"5,80","0,051","5,74","5,85","0,009"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,NATAL,OLEO DIESEL,6,R$/l,"6,32","0,085","6,19","6,39","0,014"
8/4/2024,8/10/2024,RIO DE JANEIRO,NITEROI,OLEO DIESEL,3,R$/l,"5,85","0,289","5,69","6,19","0,049"
8/4/2024,8/10/2024,RIO DE JANEIRO,NOVA FRIBURGO,OLEO DIESEL,4,R$/l,"5,77","0,188","5,68","6,06","0,033"
8/4/2024,8/10/2024,RIO DE JANEIRO,NOVA IGUACU,OLEO DIESEL,5,R$/l,"5,85","0,162","5,59","6,03","0,028"
8/4/2024,8/10/2024,MINAS GERAIS,NOVA LIMA,OLEO DIESEL,1,R$/l,"5,99","0,000","5,99","5,99","0,000"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,NOVO HAMBURGO,OLEO DIESEL,6,R$/l,"5,65","0,103","5,59","5,79","0,018"
8/4/2024,8/10/2024,SAO PAULO,OSASCO,OLEO DIESEL,2,R$/l,"6,74","1,202","5,89","7,59","0,178"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,OSORIO,OLEO DIESEL,7,R$/l,"5,72","0,133","5,59","5,99","0,023"
8/4/2024,8/10/2024,SAO PAULO,OURINHOS,OLEO DIESEL,2,R$/l,"5,99","0,000","5,99","5,99","0,000"
8/4/2024,8/10/2024,TOCANTINS,PALMAS,OLEO DIESEL,10,R$/l,"5,91","0,172","5,59","6,19","0,029"
8/4/2024,8/10/2024,MINAS GERAIS,PARA DE MINAS,OLEO DIESEL,5,R$/l,"5,81","0,164","5,69","6,09","0,028"
8/4/2024,8/10/2024,MINAS GERAIS,PARACATU,OLEO DIESEL,6,R$/l,"6,12","0,121","5,89","6,19","0,020"
8/4/2024,8/10/2024,SAO PAULO,PARAGUACU PAULISTA,OLEO DIESEL,3,R$/l,"5,94","0,311","5,69","6,29","0,052"
8/4/2024,8/10/2024,PARANA,PARANAGUA,OLEO DIESEL,4,R$/l,"5,95","0,146","5,80","6,14","0,024"
8/4/2024,8/10/2024,PARANA,PARANAVAI,OLEO DIESEL,4,R$/l,"5,91","0,328","5,59","6,34","0,055"
8/4/2024,8/10/2024,PARA,PARAUAPEBAS,OLEO DIESEL,8,R$/l,"6,72","0,270","6,29","6,99","0,040"
8/4/2024,8/10/2024,AMAZONAS,PARINTINS,OLEO DIESEL,2,R$/l,"7,19","0,134","7,10","7,29","0,019"
8/4/2024,8/10/2024,PIAUI,PARNAIBA,OLEO DIESEL,6,R$/l,"5,96","0,221","5,79","6,29","0,037"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,PARNAMIRIM,OLEO DIESEL,3,R$/l,"6,04","0,081","5,95","6,09","0,013"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PASSO FUNDO,OLEO DIESEL,8,R$/l,"5,95","0,196","5,74","6,29","0,033"
8/4/2024,8/10/2024,MINAS GERAIS,PASSOS,OLEO DIESEL,7,R$/l,"5,83","0,098","5,69","5,99","0,017"
8/4/2024,8/10/2024,PARAIBA,PATOS,OLEO DIESEL,5,R$/l,"6,08","0,288","5,87","6,49","0,047"
8/4/2024,8/10/2024,MINAS GERAIS,PATROCINIO,OLEO DIESEL,8,R$/l,"6,18","0,243","5,87","6,52","0,039"
8/4/2024,8/10/2024,SAO PAULO,PAULINIA,OLEO DIESEL,1,R$/l,"5,49","0,000","5,49","5,49","0,000"
8/4/2024,8/10/2024,BAHIA,PAULO AFONSO,OLEO DIESEL,3,R$/l,"6,36","0,010","6,35","6,37","0,002"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PELOTAS,OLEO DIESEL,13,R$/l,"6,08","0,216","5,79","6,39","0,035"
8/4/2024,8/10/2024,PERNAMBUCO,PETROLINA,OLEO DIESEL,6,R$/l,"6,13","0,161","5,99","6,29","0,026"
8/4/2024,8/10/2024,RIO DE JANEIRO,PETROPOLIS,OLEO DIESEL,4,R$/l,"5,87","0,155","5,74","6,09","0,026"
8/4/2024,8/10/2024,PIAUI,PICOS,OLEO DIESEL,5,R$/l,"5,98","0,097","5,90","6,15","0,016"
8/4/2024,8/10/2024,MARANHAO,PINHEIRO,OLEO DIESEL,5,R$/l,"6,17","0,042","6,10","6,20","0,007"
8/4/2024,8/10/2024,SAO PAULO,PIRACICABA,OLEO DIESEL,12,R$/l,"5,93","0,198","5,60","6,29","0,033"
8/4/2024,8/10/2024,PIAUI,PIRIPIRI,OLEO DIESEL,4,R$/l,"6,23","0,060","6,15","6,29","0,010"
8/4/2024,8/10/2024,SAO PAULO,POA,OLEO DIESEL,1,R$/l,"5,79","0,000","5,79","5,79","0,000"
8/4/2024,8/10/2024,BAHIA,POCOES,OLEO DIESEL,8,R$/l,"5,72","0,086","5,59","5,90","0,015"
8/4/2024,8/10/2024,MINAS GERAIS,POCOS DE CALDAS,OLEO DIESEL,4,R$/l,"5,81","0,126","5,69","5,99","0,022"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,PONTA PORA,OLEO DIESEL,5,R$/l,"6,34","0,206","6,12","6,57","0,033"
8/4/2024,8/10/2024,GOIAS,PORANGATU,OLEO DIESEL,7,R$/l,"6,04","0,150","5,84","6,29","0,025"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,PORTO ALEGRE,OLEO DIESEL,6,R$/l,"5,93","0,088","5,79","5,99","0,015"
8/4/2024,8/10/2024,TOCANTINS,PORTO NACIONAL,OLEO DIESEL,6,R$/l,"5,88","0,238","5,60","6,20","0,041"
8/4/2024,8/10/2024,BAHIA,PORTO SEGURO,OLEO DIESEL,4,R$/l,"6,75","0,200","6,45","6,85","0,030"
8/4/2024,8/10/2024,RONDONIA,PORTO VELHO,OLEO DIESEL,13,R$/l,"6,35","0,256","6,17","6,91","0,040"
8/4/2024,8/10/2024,SAO PAULO,PRAIA GRANDE,OLEO DIESEL,3,R$/l,"6,00","0,225","5,79","6,24","0,038"
8/4/2024,8/10/2024,MARANHAO,PRESIDENTE DUTRA,OLEO DIESEL,11,R$/l,"5,89","0,087","5,69","6,00","0,015"
8/4/2024,8/10/2024,SAO PAULO,PRESIDENTE PRUDENTE,OLEO DIESEL,5,R$/l,"5,95","0,089","5,89","6,09","0,015"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PIRES,OLEO DIESEL,3,R$/l,"5,87","0,076","5,79","5,94","0,013"
8/4/2024,8/10/2024,SAO PAULO,RIBEIRAO PRETO,OLEO DIESEL,10,R$/l,"6,00","0,277","5,69","6,49","0,046"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO BONITO,OLEO DIESEL,4,R$/l,"5,82","0,199","5,59","5,99","0,034"
8/4/2024,8/10/2024,ACRE,RIO BRANCO,OLEO DIESEL,12,R$/l,"7,24","0,071","7,14","7,37","0,010"
8/4/2024,8/10/2024,RIO DE JANEIRO,RIO DE JANEIRO,OLEO DIESEL,18,R$/l,"5,95","0,182","5,69","6,39","0,031"
8/4/2024,8/10/2024,GOIAS,RIO VERDE,OLEO DIESEL,4,R$/l,"5,92","0,125","5,79","6,09","0,021"
8/4/2024,8/10/2024,MINAS GERAIS,SABARA,OLEO DIESEL,2,R$/l,"5,67","0,163","5,56","5,79","0,029"
8/4/2024,8/10/2024,SAO PAULO,SALTO,OLEO DIESEL,4,R$/l,"5,91","0,171","5,69","6,09","0,029"
8/4/2024,8/10/2024,BAHIA,SALVADOR,OLEO DIESEL,5,R$/l,"5,86","0,139","5,68","5,99","0,024"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,OLEO DIESEL,7,R$/l,"6,04","0,172","5,84","6,27","0,029"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA MARIA,OLEO DIESEL,8,R$/l,"6,17","0,290","5,79","6,69","0,047"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTA ROSA,OLEO DIESEL,6,R$/l,"6,06","0,162","5,88","6,29","0,027"
8/4/2024,8/10/2024,AMAPA,SANTANA,OLEO DIESEL,6,R$/l,"6,39","0,142","6,22","6,59","0,022"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,OLEO DIESEL,6,R$/l,"6,33","0,098","6,19","6,49","0,016"
8/4/2024,8/10/2024,PARA,SANTAREM,OLEO DIESEL,16,R$/l,"6,25","0,165","6,05","6,54","0,026"
8/4/2024,8/10/2024,SAO PAULO,SANTO ANDRE,OLEO DIESEL,4,R$/l,"6,08","0,202","5,98","6,39","0,033"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SANTO ANGELO,OLEO DIESEL,7,R$/l,"6,30","0,176","6,12","6,65","0,028"
8/4/2024,8/10/2024,BAHIA,SANTO ANTONIO DE JESUS,OLEO DIESEL,5,R$/l,"5,77","0,045","5,69","5,79","0,008"
8/4/2024,8/10/2024,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,OLEO DIESEL,8,R$/l,"5,82","0,153","5,65","6,09","0,026"
8/4/2024,8/10/2024,SAO PAULO,SANTOS,OLEO DIESEL,2,R$/l,"6,01","0,672","5,54","6,49","0,112"
8/4/2024,8/10/2024,SAO PAULO,SAO BERNARDO DO CAMPO,OLEO DIESEL,4,R$/l,"6,03","0,372","5,67","6,48","0,062"
8/4/2024,8/10/2024,SAO PAULO,SAO CAETANO DO SUL,OLEO DIESEL,3,R$/l,"5,55","0,104","5,44","5,64","0,019"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO GABRIEL,OLEO DIESEL,6,R$/l,"6,17","0,136","6,07","6,44","0,022"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO GONCALO,OLEO DIESEL,5,R$/l,"6,17","0,217","5,89","6,39","0,035"
8/4/2024,8/10/2024,SAO PAULO,SAO JOAO DA BOA VISTA,OLEO DIESEL,5,R$/l,"5,69","0,170","5,44","5,84","0,030"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAO JOAO DE MERITI,OLEO DIESEL,3,R$/l,"5,87","0,012","5,87","5,89","0,002"
8/4/2024,8/10/2024,MINAS GERAIS,SAO JOAO DEL REI,OLEO DIESEL,5,R$/l,"5,89","0,073","5,79","5,99","0,012"
8/4/2024,8/10/2024,SANTA CATARINA,SAO JOSE,OLEO DIESEL,3,R$/l,"6,02","0,153","5,89","6,19","0,025"
8/4/2024,8/10/2024,MARANHAO,SAO JOSE DE RIBAMAR,OLEO DIESEL,1,R$/l,"5,64","0,000","5,64","5,64","0,000"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DO RIO PRETO,OLEO DIESEL,11,R$/l,"5,76","0,173","5,64","6,19","0,030"
8/4/2024,8/10/2024,SAO PAULO,SAO JOSE DOS CAMPOS,OLEO DIESEL,2,R$/l,"5,82","0,467","5,49","6,15","0,080"
8/4/2024,8/10/2024,PARANA,SAO JOSE DOS PINHAIS,OLEO DIESEL,6,R$/l,"5,86","0,147","5,69","6,04","0,025"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LEOPOLDO,OLEO DIESEL,9,R$/l,"5,71","0,070","5,59","5,79","0,012"
8/4/2024,8/10/2024,MARANHAO,SAO LUIS,OLEO DIESEL,5,R$/l,"5,53","0,123","5,38","5,69","0,022"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,OLEO DIESEL,8,R$/l,"6,15","0,203","5,98","6,64","0,033"
8/4/2024,8/10/2024,ESPIRITO SANTO,SAO MATEUS,OLEO DIESEL,4,R$/l,"5,89","0,000","5,89","5,89","0,000"
8/4/2024,8/10/2024,SAO PAULO,SAO PAULO,OLEO DIESEL,34,R$/l,"5,92","0,347","5,55","6,99","0,059"
8/4/2024,8/10/2024,SAO PAULO,SAO VICENTE,OLEO DIESEL,5,R$/l,"5,90","0,241","5,59","6,09","0,041"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,SAPUCAIA DO SUL,OLEO DIESEL,4,R$/l,"5,79","0,000","5,79","5,79","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,SAQUAREMA,OLEO DIESEL,3,R$/l,"6,32","0,416","5,99","6,79","0,066"
8/4/2024,8/10/2024,BAHIA,SENHOR DO BONFIM,OLEO DIESEL,8,R$/l,"6,28","0,321","5,84","6,59","0,051"
8/4/2024,8/10/2024,ESPIRITO SANTO,SERRA,OLEO DIESEL,10,R$/l,"5,89","0,167","5,69","6,19","0,028"
8/4/2024,8/10/2024,BAHIA,SERRINHA,OLEO DIESEL,6,R$/l,"5,73","0,192","5,57","6,05","0,033"
8/4/2024,8/10/2024,SAO PAULO,SERTAOZINHO,OLEO DIESEL,6,R$/l,"5,95","0,121","5,89","6,19","0,020"
8/4/2024,8/10/2024,MINAS GERAIS,SETE LAGOAS,OLEO DIESEL,8,R$/l,"5,53","0,064","5,48","5,64","0,012"
8/4/2024,8/10/2024,MATO GROSSO,SINOP,OLEO DIESEL,6,R$/l,"6,15","0,548","5,75","6,99","0,089"
8/4/2024,8/10/2024,SAO PAULO,SOROCABA,OLEO DIESEL,7,R$/l,"5,95","0,228","5,69","6,39","0,038"
8/4/2024,8/10/2024,PARAIBA,SOUSA,OLEO DIESEL,3,R$/l,"5,97","0,035","5,93","5,99","0,006"
8/4/2024,8/10/2024,SAO PAULO,SUMARE,OLEO DIESEL,6,R$/l,"5,71","0,160","5,54","5,99","0,028"
8/4/2024,8/10/2024,SAO PAULO,SUZANO,OLEO DIESEL,6,R$/l,"5,78","0,211","5,57","5,99","0,037"
8/4/2024,8/10/2024,SAO PAULO,TABOAO DA SERRA,OLEO DIESEL,2,R$/l,"6,56","1,167","5,74","7,39","0,178"
8/4/2024,8/10/2024,SAO PAULO,TATUI,OLEO DIESEL,1,R$/l,"5,84","0,000","5,84","5,84","0,000"
8/4/2024,8/10/2024,SAO PAULO,TAUBATE,OLEO DIESEL,4,R$/l,"5,67","0,051","5,63","5,74","0,009"
8/4/2024,8/10/2024,BAHIA,TEIXEIRA DE FREITAS,OLEO DIESEL,3,R$/l,"6,25","0,231","5,99","6,39","0,037"
8/4/2024,8/10/2024,MINAS GERAIS,TEOFILO OTONI,OLEO DIESEL,7,R$/l,"5,84","0,091","5,69","5,94","0,016"
8/4/2024,8/10/2024,PIAUI,TERESINA,OLEO DIESEL,17,R$/l,"5,87","0,160","5,62","6,25","0,027"
8/4/2024,8/10/2024,PARANA,TOLEDO,OLEO DIESEL,7,R$/l,"5,95","0,201","5,79","6,29","0,034"
8/4/2024,8/10/2024,MINAS GERAIS,TRES CORACOES,OLEO DIESEL,5,R$/l,"6,22","0,177","5,96","6,43","0,028"
8/4/2024,8/10/2024,MATO GROSSO DO SUL,TRES LAGOAS,OLEO DIESEL,8,R$/l,"6,18","0,292","5,77","6,58","0,047"
8/4/2024,8/10/2024,RIO DE JANEIRO,TRES RIOS,OLEO DIESEL,5,R$/l,"5,79","0,061","5,74","5,89","0,011"
8/4/2024,8/10/2024,GOIAS,TRINDADE,OLEO DIESEL,6,R$/l,"5,79","0,110","5,69","5,89","0,019"
8/4/2024,8/10/2024,SANTA CATARINA,TUBARAO,OLEO DIESEL,5,R$/l,"5,71","0,164","5,49","5,89","0,029"
8/4/2024,8/10/2024,MINAS GERAIS,UBERABA,OLEO DIESEL,5,R$/l,"5,85","0,104","5,72","5,99","0,018"
8/4/2024,8/10/2024,MINAS GERAIS,UBERLANDIA,OLEO DIESEL,7,R$/l,"5,77","0,207","5,57","6,14","0,036"
8/4/2024,8/10/2024,PARANA,UMUARAMA,OLEO DIESEL,4,R$/l,"5,81","0,250","5,69","6,19","0,043"
8/4/2024,8/10/2024,MINAS GERAIS,UNAI,OLEO DIESEL,4,R$/l,"5,98","0,300","5,54","6,21","0,050"
8/4/2024,8/10/2024,PARANA,UNIAO DA VITORIA,OLEO DIESEL,8,R$/l,"6,18","0,086","6,09","6,29","0,014"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VACARIA,OLEO DIESEL,8,R$/l,"5,91","0,172","5,57","6,09","0,029"
8/4/2024,8/10/2024,BAHIA,VALENCA,OLEO DIESEL,6,R$/l,"6,01","0,103","5,95","6,15","0,017"
8/4/2024,8/10/2024,SAO PAULO,VALINHOS,OLEO DIESEL,5,R$/l,"5,80","0,230","5,54","6,09","0,040"
8/4/2024,8/10/2024,GOIAS,VALPARAISO DE GOIAS,OLEO DIESEL,5,R$/l,"5,87","0,132","5,75","6,09","0,022"
8/4/2024,8/10/2024,MATO GROSSO,VARZEA GRANDE,OLEO DIESEL,10,R$/l,"5,88","0,194","5,63","6,09","0,033"
8/4/2024,8/10/2024,SAO PAULO,VARZEA PAULISTA,OLEO DIESEL,5,R$/l,"5,81","0,148","5,59","5,99","0,026"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,VIAMAO,OLEO DIESEL,9,R$/l,"5,75","0,112","5,69","5,99","0,019"
8/4/2024,8/10/2024,SANTA CATARINA,VIDEIRA,OLEO DIESEL,4,R$/l,"6,14","0,071","6,04","6,19","0,012"
8/4/2024,8/10/2024,ESPIRITO SANTO,VILA VELHA,OLEO DIESEL,3,R$/l,"5,96","0,258","5,75","6,25","0,043"
8/4/2024,8/10/2024,RONDONIA,VILHENA,OLEO DIESEL,6,R$/l,"6,44","0,264","6,02","6,79","0,041"
8/4/2024,8/10/2024,SAO PAULO,VINHEDO,OLEO DIESEL,4,R$/l,"6,03","0,304","5,68","6,29","0,050"
8/4/2024,8/10/2024,BAHIA,VITORIA DA CONQUISTA,OLEO DIESEL,4,R$/l,"5,85","0,158","5,75","6,09","0,027"
8/4/2024,8/10/2024,RIO DE JANEIRO,VOLTA REDONDA,OLEO DIESEL,4,R$/l,"5,99","0,141","5,89","6,19","0,024"
8/4/2024,8/10/2024,SAO PAULO,VOTORANTIM,OLEO DIESEL,3,R$/l,"5,72","0,115","5,59","5,79","0,020"
8/4/2024,8/10/2024,SAO PAULO,VOTUPORANGA,OLEO DIESEL,4,R$/l,"5,99","0,127","5,84","6,15","0,021"
8/4/2024,8/10/2024,MARANHAO,ACAILANDIA,OLEO DIESEL S10,10,R$/l,"5,89","0,044","5,82","5,99","0,007"
8/4/2024,8/10/2024,GOIAS,AGUAS LINDAS DE GOIAS,OLEO DIESEL S10,7,R$/l,"6,07","0,207","5,87","6,49","0,034"
8/4/2024,8/10/2024,BAHIA,ALAGOINHAS,OLEO DIESEL S10,8,R$/l,"5,80","0,167","5,62","6,08","0,029"
8/4/2024,8/10/2024,MINAS GERAIS,ALFENAS,OLEO DIESEL S10,7,R$/l,"5,94","0,071","5,84","5,99","0,012"
8/4/2024,8/10/2024,PARA,ALTAMIRA,OLEO DIESEL S10,7,R$/l,"7,05","0,372","6,28","7,39","0,053"
8/4/2024,8/10/2024,SAO PAULO,AMERICANA,OLEO DIESEL S10,11,R$/l,"5,98","0,338","5,47","6,39","0,056"
8/4/2024,8/10/2024,GOIAS,ANAPOLIS,OLEO DIESEL S10,12,R$/l,"5,94","0,082","5,79","6,09","0,014"
8/4/2024,8/10/2024,RIO DE JANEIRO,ANGRA DOS REIS,OLEO DIESEL S10,2,R$/l,"6,84","0,071","6,79","6,89","0,010"
8/4/2024,8/10/2024,GOIAS,APARECIDA DE GOIANIA,OLEO DIESEL S10,15,R$/l,"5,90","0,144","5,69","6,29","0,024"
8/4/2024,8/10/2024,PARANA,APUCARANA,OLEO DIESEL S10,6,R$/l,"6,29","0,086","6,17","6,39","0,014"
8/4/2024,8/10/2024,SERGIPE,ARACAJU,OLEO DIESEL S10,6,R$/l,"6,13","0,264","5,80","6,38","0,043"
8/4/2024,8/10/2024,SAO PAULO,ARACATUBA,OLEO DIESEL S10,11,R$/l,"6,00","0,248","5,69","6,29","0,041"
8/4/2024,8/10/2024,TOCANTINS,ARAGUAINA,OLEO DIESEL S10,5,R$/l,"5,98","0,186","5,69","6,19","0,031"
8/4/2024,8/10/2024,MINAS GERAIS,ARAGUARI,OLEO DIESEL S10,9,R$/l,"5,85","0,154","5,75","6,15","0,026"
8/4/2024,8/10/2024,ALAGOAS,ARAPIRACA,OLEO DIESEL S10,8,R$/l,"6,01","0,168","5,89","6,39","0,028"
8/4/2024,8/10/2024,PARANA,ARAPONGAS,OLEO DIESEL S10,6,R$/l,"6,00","0,179","5,75","6,29","0,030"
8/4/2024,8/10/2024,SAO PAULO,ARARAS,OLEO DIESEL S10,6,R$/l,"6,00","0,330","5,79","6,64","0,055"
8/4/2024,8/10/2024,PERNAMBUCO,ARARIPINA,OLEO DIESEL S10,9,R$/l,"5,82","0,195","5,69","6,29","0,033"
8/4/2024,8/10/2024,RIO DE JANEIRO,ARARUAMA,OLEO DIESEL S10,6,R$/l,"6,32","0,197","5,99","6,59","0,031"
8/4/2024,8/10/2024,PARANA,ARAUCARIA,OLEO DIESEL S10,7,R$/l,"5,76","0,076","5,69","5,89","0,013"
8/4/2024,8/10/2024,MINAS GERAIS,ARAXA,OLEO DIESEL S10,9,R$/l,"5,92","0,141","5,69","6,19","0,024"
8/4/2024,8/10/2024,SAO PAULO,ASSIS,OLEO DIESEL S10,5,R$/l,"6,14","0,414","5,69","6,54","0,067"
8/4/2024,8/10/2024,SAO PAULO,ATIBAIA,OLEO DIESEL S10,9,R$/l,"5,97","0,287","5,58","6,39","0,048"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,BAGE,OLEO DIESEL S10,8,R$/l,"6,78","0,151","6,49","6,97","0,022"
8/4/2024,8/10/2024,MARANHAO,BALSAS,OLEO DIESEL S10,10,R$/l,"6,13","0,385","5,82","6,82","0,063"
8/4/2024,8/10/2024,MINAS GERAIS,BARBACENA,OLEO DIESEL S10,6,R$/l,"6,04","0,091","5,97","6,16","0,015"
8/4/2024,8/10/2024,MARANHAO,BARRA DO CORDA,OLEO DIESEL S10,6,R$/l,"5,99","0,209","5,68","6,29","0,035"
8/4/2024,8/10/2024,RIO DE JANEIRO,BARRA MANSA,OLEO DIESEL S10,7,R$/l,"6,21","0,227","5,96","6,49","0,037"
8/4/2024,8/10/2024,BAHIA,BARREIRAS,OLEO DIESEL S10,9,R$/l,"6,33","0,205","5,90","6,69","0,032"
8/4/2024,8/10/2024,SAO PAULO,BARRETOS,OLEO DIESEL S10,8,R$/l,"6,02","0,453","5,59","6,89","0,075"
8/4/2024,8/10/2024,SAO PAULO,BARUERI,OLEO DIESEL S10,7,R$/l,"6,41","0,512","5,79","6,99","0,080"
8/4/2024,8/10/2024,SAO PAULO,BAURU,OLEO DIESEL S10,3,R$/l,"5,80","0,284","5,49","6,04","0,049"
8/4/2024,8/10/2024,PARAIBA,BAYEUX,OLEO DIESEL S10,7,R$/l,"5,73","0,095","5,65","5,89","0,016"
8/4/2024,8/10/2024,SAO PAULO,BEBEDOURO,OLEO DIESEL S10,7,R$/l,"5,96","0,223","5,69","6,39","0,037"
8/4/2024,8/10/2024,PARA,BELEM,OLEO DIESEL S10,1,R$/l,"6,35","0,000","6,35","6,35","0,000"
8/4/2024,8/10/2024,RIO DE JANEIRO,BELFORD ROXO,OLEO DIESEL S10,6,R$/l,"5,90","0,110","5,75","5,99","0,019"
8/4/2024,8/10/2024,MINAS GERAIS,BELO HORIZONTE,OLEO DIESEL S10,19,R$/l,"5,87","0,119","5,68","6,09","0,020"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,BENTO GONCALVES,OLEO DIESEL S10,6,R$/l,"5,94","0,055","5,89","5,99","0,009"
8/4/2024,8/10/2024,MINAS GERAIS,BETIM,OLEO DIESEL S10,12,R$/l,"5,79","0,079","5,67","5,94","0,014"
8/4/2024,8/10/2024,SAO PAULO,BIRIGUI,OLEO DIESEL S10,10,R$/l,"6,04","0,253","5,77","6,49","0,042"
8/4/2024,8/10/2024,SANTA CATARINA,BLUMENAU,OLEO DIESEL S10,5,R$/l,"6,13","0,282","5,81","6,49","0,046"
8/4/2024,8/10/2024,RORAIMA,BOA VISTA,OLEO DIESEL S10,17,R$/l,"6,43","0,038","6,37","6,51","0,006"
8/4/2024,8/10/2024,SAO PAULO,BOTUCATU,OLEO DIESEL S10,9,R$/l,"5,96","0,216","5,59","6,13","0,036"
8/4/2024,8/10/2024,SAO PAULO,BRAGANCA PAULISTA,OLEO DIESEL S10,9,R$/l,"6,08","0,512","5,69","6,99","0,084"
8/4/2024,8/10/2024,DISTRITO FEDERAL,BRASILIA,OLEO DIESEL S10,23,R$/l,"5,87","0,118","5,67","6,13","0,020"
8/4/2024,8/10/2024,BAHIA,BRUMADO,OLEO DIESEL S10,3,R$/l,"6,15","0,289","5,99","6,49","0,047"
8/4/2024,8/10/2024,SANTA CATARINA,BRUSQUE,OLEO DIESEL S10,5,R$/l,"6,32","0,311","5,79","6,54","0,049"
8/4/2024,8/10/2024,PARAIBA,CABEDELO,OLEO DIESEL S10,5,R$/l,"6,06","0,274","5,65","6,42","0,045"
8/4/2024,8/10/2024,PERNAMBUCO,CABO DE SANTO AGOSTINHO,OLEO DIESEL S10,8,R$/l,"5,77","0,126","5,68","5,99","0,022"
8/4/2024,8/10/2024,RIO DE JANEIRO,CABO FRIO,OLEO DIESEL S10,4,R$/l,"6,27","0,154","6,15","6,49","0,024"
8/4/2024,8/10/2024,SANTA CATARINA,CACADOR,OLEO DIESEL S10,6,R$/l,"6,15","0,193","5,99","6,49","0,031"
8/4/2024,8/10/2024,SAO PAULO,CACAPAVA,OLEO DIESEL S10,7,R$/l,"5,71","0,144","5,54","5,89","0,025"
8/4/2024,8/10/2024,MATO GROSSO,CACERES,OLEO DIESEL S10,5,R$/l,"6,00","0,134","5,90","6,15","0,022"
8/4/2024,8/10/2024,RIO GRANDE DO SUL,CACHOEIRA DO SUL,OLEO DIESEL S10,3,R$/l,"5,92","0,153","5,79","6,09","0,026"
8/4/2024,8/10/2024,ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,OLEO DIESEL S10,9,R$/l,"6,10","0,376","5,79","7,04","0,062"
8/4/2024,8/10/2024,RONDONIA,CACOAL,OLEO DIESEL S10,5,R$/l,"6,45","0,220","6,19","6,80","0,034"
8/4/2024,8/10/2024,BAHIA,CAETITE,OLEO DIESEL S10,5,R$/l,"6,51","0,294","5,99","6,65","0,045"
8/4/2024,8/10/2024,RIO GRANDE DO NORTE,CAICO,OLEO DIESEL S10,8,R$/l,"6,74","0,169","6,59","6,99","0,025"
8/4/2024,8/10/2024,GOIAS,CALDAS NOVAS,OLEO DIESEL S10,6,R$/l,"5,91","0,184","5,70","6,20","0,031"
8/4/2024,8/10/2024,PARANA,CAMBE,OLEO DIESEL S10,7,R$/l,"6,08","0,240","5,78","6,39","0,039"
